dystans,wyskokosc
0,515.610412597656
8.5011688349706,515.531066894531
17.0023376699412,515.470703125
25.5035065049118,515.421813964844
34.0046753398824,515.374328613281
42.505844174853,515.32666015625
51.0070130098236,515.289916992188
59.5081818447942,515.250061035156
68.0093506797648,515.225341796875
76.5105195147354,515.227600097656
85.011688349706,515.237976074219
93.5128571846766,515.25
102.014026019647,515.258178710937
110.515194854618,515.250061035156
119.016363689588,515.244506835938
127.517532524559,515.2451171875
136.01870135953,515.280944824219
144.5198701945,515.32080078125
153.021039029471,515.367126464844
161.522207864441,515.425048828125
170.023376699412,515.487670898438
178.524545534383,515.567932128906
187.025714369353,515.656311035156
195.526883204324,515.760620117188
204.028052039294,515.884399414063
212.529220874265,515.997985839844
221.030389709236,516.091674804688
229.531558544206,516.166015625
238.032727379177,516.239440917969
246.533896214147,516.339721679688
255.035065049118,516.507141113281
263.536233884089,516.671264648438
272.037402719059,516.846008300781
280.53857155403,517.016479492188
289.039740389,517.201354980469
297.540909223971,517.403869628906
306.042078058941,517.606201171875
314.543246893912,517.803771972656
323.044415728883,518.001770019531
331.545584563853,518.194458007813
340.046753398824,518.390686035156
348.547922233795,518.59228515625
357.049091068765,518.800903320313
365.550259903736,519.015319824219
374.051428738706,519.248779296875
382.552597573677,519.520263671875
391.053766408647,519.8291015625
399.554935243618,520.246520996094
408.056104078589,520.898010253906
416.557272913559,521.634521484375
425.05844174853,522.343017578125
433.5596105835,522.584045410156
442.060779418471,522.538757324219
450.561948253442,522.164733886719
459.063117088412,521.713928222656
467.564285923383,521.374389648438
476.065454758354,521.301452636719
484.566623593324,521.315551757813
493.067792428295,521.447937011719
501.568961263265,521.685241699219
510.070130098236,521.941467285156
518.571298933206,522.273864746094
527.072467768177,522.649597167969
535.573636603148,523.029724121094
544.074805438118,523.521545410156
552.575974273089,524.045166015625
561.077143108059,524.587951660156
569.57831194303,525.186401367187
578.079480778001,525.793823242188
586.580649612971,526.459777832031
595.081818447942,527.170288085938
603.582987282912,527.904968261719
612.084156117883,528.463684082031
620.585324952854,528.899108886719
629.086493787824,529.015441894531
637.587662622795,528.435424804688
646.088831457765,527.699951171875
654.590000292736,526.94580078125
663.091169127707,526.443054199219
671.592337962677,526.063171386719
680.093506797648,526.111938476562
688.594675632618,526.255187988281
697.095844467589,526.653991699219
705.59701330256,527.215148925781
714.09818213753,527.822998046875
722.599350972501,528.304626464844
731.100519807471,528.479675292969
739.601688642442,528.4169921875
748.102857477413,527.972045898438
756.604026312383,527.453063964844
765.105195147354,526.981323242188
773.606363982324,526.601867675781
782.107532817295,526.322387695313
790.608701652266,526.109619140625
799.109870487236,525.924621582031
807.611039322207,525.754333496094
816.112208157177,525.583740234375
824.613376992148,525.413879394531
833.114545827119,525.240295410156
841.615714662089,525.034301757813
850.11688349706,524.819458007813
858.61805233203,524.604125976563
867.119221167001,524.394836425781
875.620390001972,524.194091796875
884.121558836942,523.996826171875
892.622727671913,523.803344726563
901.123896506883,523.625854492188
909.625065341854,523.463562011719
918.126234176824,523.302429199219
926.627403011795,523.152038574219
935.128571846766,523.006713867188
943.629740681736,522.858520507813
952.130909516707,522.730895996094
960.632078351678,522.616882324219
969.133247186648,522.506286621094
977.634416021619,522.377868652344
986.135584856589,522.246032714844
994.63675369156,522.147399902344
1003.13792252653,522.073791503906
1011.6390913615,522.00927734375
1020.14026019647,521.955383300781
1028.64142903144,521.899169921875
1037.14259786641,521.837951660156
1045.64376670138,521.75927734375
1054.14493553635,521.666137695313
1062.64610437132,521.566040039063
1071.1472732063,521.457885742188
1079.64844204127,521.330627441406
1088.14961087624,521.214599609375
1096.65077971121,521.101257324219
1105.15194854618,520.982421875
1113.65311738115,520.856384277344
1122.15428621612,520.721984863281
1130.65545505109,520.591491699219
1139.15662388606,520.481140136719
1147.65779272103,520.368041992188
1156.158961556,520.276184082031
1164.66013039097,520.18798828125
1173.16129922594,520.101318359375
1181.66246806091,520.029235839844
1190.16363689588,519.957336425781
1198.66480573085,519.894775390625
1207.16597456582,519.819396972656
1215.6671434008,519.733215332031
1224.16831223577,519.652648925781
1232.66948107074,519.571166992187
1241.17064990571,519.483703613281
1249.67181874068,519.397094726563
1258.17298757565,519.320068359375
1266.67415641062,519.242370605469
1275.17532524559,519.171020507813
1283.67649408056,519.122314453125
1292.17766291553,519.071594238281
1300.6788317505,519.016479492188
1309.18000058547,518.961303710938
1317.68116942044,518.905639648438
1326.18233825541,518.835083007813
1334.68350709038,518.743408203125
1343.18467592535,518.6318359375
1351.68584476032,518.514892578125
1360.1870135953,518.398681640625
1368.68818243027,518.289611816406
1377.18935126524,518.197509765625
1385.69052010021,518.103393554688
1394.19168893518,518.003051757813
1402.69285777015,517.904357910156
1411.19402660512,517.807312011719
1419.69519544009,517.709655761719
1428.19636427506,517.613342285156
1436.69753311003,517.515869140625
1445.198701945,517.418823242187
1453.69987077997,517.317260742188
1462.20103961494,517.205810546875
1470.70220844991,517.085754394531
1479.20337728488,516.958190917969
1487.70454611985,516.833618164063
1496.20571495483,516.72216796875
1504.7068837898,516.612487792969
1513.20805262477,516.504638671875
1521.70922145974,516.39111328125
1530.21039029471,516.279418945313
1538.71155912968,516.167541503906
1547.21272796465,516.060791015625
1555.71389679962,515.965454101563
1564.21506563459,515.86865234375
1572.71623446956,515.774536132813
1581.21740330453,515.653747558594
1589.7185721395,515.539978027344
1598.21974097447,515.438049316406
1606.72090980944,515.345031738281
1615.22207864441,515.250671386719
1623.72324747938,515.154479980469
1632.22441631435,515.052673339844
1640.72558514933,514.961364746094
1649.2267539843,514.876831054688
1657.72792281927,514.795654296875
1666.22909165424,514.713073730469
1674.73026048921,514.630920410156
1683.23142932418,514.545104980469
1691.73259815915,514.455749511719
1700.23376699412,514.390258789063
1708.73493582909,514.332153320312
1717.23610466406,514.277038574219
1725.73727349903,514.215759277344
1734.238442334,514.15087890625
1742.73961116897,514.089599609375
1751.24078000394,514.040344238281
1759.74194883891,513.996337890625
1768.24311767388,513.952453613281
1776.74428650886,513.90380859375
1785.24545534383,513.851928710938
1793.7466241788,513.792846679688
1802.24779301377,513.735595703125
1810.74896184874,513.689147949219
1819.25013068371,513.659973144531
1827.75129951868,513.634582519531
1836.25246835365,513.620422363281
1844.75363718862,513.602478027344
1853.25480602359,513.575866699219
1861.75597485856,513.537719726563
1870.25714369353,513.501220703125
1878.7583125285,513.464965820313
1887.25948136347,513.428894042969
1895.76065019844,513.396545410156
1904.26181903341,513.360534667969
1912.76298786838,513.31298828125
1921.26415670336,513.256164550781
1929.76532553833,513.220886230469
1938.2664943733,513.203247070313
1946.76766320827,513.210083007813
1955.26883204324,513.234619140625
1963.77000087821,513.244934082031
1972.27116971318,513.230224609375
1980.77233854815,513.216796875
1989.27350738312,513.209167480469
1997.77467621809,513.19580078125
2006.27584505306,513.18359375
2014.77701388803,513.166076660156
2023.278182723,513.138000488281
2031.77935155797,513.11474609375
2040.28052039294,513.108276367188
2048.78168922791,513.109313964844
2057.28285806288,513.118286132813
2065.78402689786,513.098083496094
2074.28519573283,513.0615234375
2082.7863645678,513.039123535156
2091.28753340277,513.031372070313
2099.78870223774,513.021179199219
2108.28987107271,513.004333496094
2116.79103990768,512.991333007813
2125.29220874265,512.986389160156
2133.79337757762,512.994384765625
2142.29454641259,513.00341796875
2150.79571524756,513.001525878906
2159.29688408253,512.991394042969
2167.7980529175,512.959228515625
2176.29922175247,512.928344726562
2184.80039058744,512.927917480469
2193.30155942241,512.949890136719
2201.80272825738,512.937194824219
2210.30389709236,512.914794921875
2218.80506592733,512.908935546875
2227.3062347623,512.970031738281
2235.80740359727,513.012023925781
2244.30857243224,513.029602050781
2252.80974126721,513.049438476563
2261.31091010218,513.047302246094
2269.81207893715,513.038879394531
2278.31324777212,513.045471191406
2286.81441660709,513.043884277344
2295.31558544206,513.041687011719
2303.81675427703,513.050354003906
2312.317923112,513.049438476563
2320.81909194697,513.0341796875
2329.32026078194,513.004028320313
2337.82142961691,512.968505859375
2346.32259845188,512.981262207031
2354.82376728686,513.018798828125
2363.32493612183,513.062438964844
2371.8261049568,513.085815429688
2380.32727379177,513.091552734375
2388.82844262674,513.100402832031
2397.32961146171,513.116088867188
2405.83078029668,513.105651855469
2414.33194913165,513.096618652344
2422.83311796662,513.092834472656
2431.33428680159,513.088134765625
2439.83545563656,513.081604003906
2448.33662447153,513.088623046875
2456.8377933065,513.11474609375
2465.33896214147,513.148254394531
2473.84013097644,513.17919921875
2482.34129981141,513.204650878906
2490.84246864638,513.23095703125
2499.34363748136,513.259643554688
2507.84480631633,513.280456542969
2516.3459751513,513.284057617188
2524.84714398627,513.260620117188
2533.34831282124,513.240356445313
2541.84948165621,513.200134277344
2550.35065049118,513.175109863281
2558.85181932615,513.17138671875
2567.35298816112,513.169555664063
2575.85415699609,513.167602539063
2584.35532583106,513.178894042969
2592.85649466603,513.169982910156
2601.357663501,513.140686035156
2609.85883233597,513.132629394531
2618.36000117094,513.125366210938
2626.86117000591,513.121398925781
2635.36233884088,513.120910644531
2643.86350767586,513.13232421875
2652.36467651083,513.098876953125
2660.8658453458,513.062194824219
2669.36701418077,513.029174804688
2677.86818301574,512.960327148438
2686.36935185071,512.888977050781
2694.87052068568,512.832702636719
2703.37168952065,512.80078125
2711.87285835562,512.774475097656
2720.37402719059,512.789489746094
2728.87519602556,512.808776855469
2737.37636486053,512.824768066406
2745.8775336955,512.848083496094
2754.37870253047,512.876708984375
2762.87987136544,512.90283203125
2771.38104020041,512.921142578125
2779.88220903539,512.937744140625
2788.38337787036,512.939147949219
2796.88454670533,512.921203613281
2805.3857155403,512.887390136719
2813.88688437527,512.88232421875
2822.38805321024,512.907165527344
2830.88922204521,512.939270019531
2839.39039088018,512.967163085937
2847.89155971515,512.965026855469
2856.39272855012,512.934326171875
2864.89389738509,512.899536132813
2873.39506622006,512.872314453125
2881.89623505503,512.862487792969
2890.39740389,512.86181640625
2898.89857272497,512.863586425781
2907.39974155994,512.847839355469
2915.90091039491,512.831359863281
2924.40207922989,512.802490234375
2932.90324806486,512.767883300781
2941.40441689983,512.737915039063
2949.9055857348,512.732360839844
2958.40675456977,512.726867675781
2966.90792340474,512.709655761719
2975.40909223971,512.696533203125
2983.91026107468,512.673583984375
2992.41142990965,512.669311523438
3000.91259874462,512.713073730469
3009.41376757959,512.793823242188
3017.91493641456,512.768859863281
3026.41610524953,512.689147949219
3034.9172740845,512.654724121094
3043.41844291947,512.665222167969
3051.91961175444,512.690002441406
3060.42078058941,512.716796875
3068.92194942439,512.730224609375
3077.42311825936,512.735046386719
3085.92428709433,512.767578125
3094.4254559293,512.806884765625
3102.92662476427,512.862976074219
3111.42779359924,512.899353027344
3119.92896243421,512.890502929688
3128.43013126918,512.836242675781
3136.93130010415,512.789367675781
3145.43246893912,512.805541992188
3153.93363777409,512.872009277344
3162.43480660906,512.938110351563
3170.93597544403,513.012268066406
3179.437144279,513.099243164062
3187.93831311397,513.207153320313
3196.43948194894,513.227478027344
3204.94065078392,513.128845214844
3213.44181961889,513.044006347656
3221.94298845386,512.992004394531
3230.44415728883,513.015563964844
3238.9453261238,513.042358398438
3247.44649495877,513.071166992188
3255.94766379374,513.087158203125
3264.44883262871,513.08447265625
3272.95000146368,513.095520019531
3281.45117029865,513.129028320313
3289.95233913362,513.252197265625
3298.45350796859,513.383972167969
3306.95467680356,513.4697265625
3315.45584563853,513.43505859375
3323.9570144735,513.374816894531
3332.45818330847,513.346130371094
3340.95935214344,513.333618164063
3349.46052097842,513.34912109375
3357.96168981339,513.408996582031
3366.46285864836,513.474975585938
3374.96402748333,513.536376953125
3383.4651963183,513.580749511719
3391.96636515327,513.619750976563
3400.46753398824,513.621887207031
3408.96870282321,513.607543945313
3417.46987165818,513.6123046875
3425.97104049315,513.633911132813
3434.47220932812,513.653381347656
3442.97337816309,513.666564941406
3451.47454699806,513.671936035156
3459.97571583303,513.6591796875
3468.476884668,513.656311035156
3476.97805350297,513.6865234375
3485.47922233795,513.734985351563
3493.98039117292,513.758911132813
3502.48156000789,513.760620117187
3510.98272884286,513.739318847656
3519.48389767783,513.702941894531
3527.9850665128,513.672180175781
3536.48623534777,513.646911621094
3544.98740418274,513.625244140625
3553.48857301771,513.630859375
3561.98974185268,513.654479980469
3570.49091068765,513.680603027344
3578.99207952262,513.708251953125
3587.49324835759,513.72998046875
3595.99441719256,513.747924804688
3604.49558602753,513.743896484375
3612.9967548625,513.7216796875
3621.49792369747,513.702819824219
3629.99909253244,513.754333496094
3638.50026136742,513.806091308594
3647.00143020239,513.871398925781
3655.50259903736,513.902770996094
3664.00376787233,513.91064453125
3672.5049367073,513.924377441406
3681.00610554227,513.931335449219
3689.50727437724,513.929931640625
3698.00844321221,513.937866210938
3706.50961204718,513.932434082031
3715.01078088215,513.927307128906
3723.51194971712,513.923645019531
3732.01311855209,513.918029785156
3740.51428738706,513.927673339844
3749.01545622203,513.9609375
3757.516625057,514.015869140625
3766.01779389197,514.084167480469
3774.51896272695,514.146484375
3783.02013156192,514.194702148438
3791.52130039689,514.213317871094
3800.02246923186,514.245361328125
3808.52363806683,514.272338867188
3817.0248069018,514.297241210938
3825.52597573677,514.327087402344
3834.02714457174,514.354553222656
3842.52831340671,514.371032714844
3851.02948224168,514.384338378906
3859.53065107665,514.4462890625
3868.03181991162,514.516784667969
3876.53298874659,514.627807617188
3885.03415758156,514.762084960938
3893.53532641653,514.900390625
3902.0364952515,514.80908203125
3910.53766408647,514.677429199219
3919.03883292144,514.623168945313
3927.54000175642,514.648498535156
3936.04117059139,514.672546386719
3944.54233942636,514.70751953125
3953.04350826133,514.748962402344
3961.5446770963,514.792419433594
3970.04584593127,514.865478515625
3978.54701476624,514.92041015625
3987.04818360121,514.96240234375
3995.54935243618,515.027526855469
4004.05052127115,515.090026855469
4012.55169010612,515.137329101563
4021.05285894109,515.189697265625
4029.55402777606,515.225158691406
4038.05519661103,515.343017578125
4046.556365446,515.508972167969
4055.05753428098,515.521423339844
4063.55870311595,515.382019042969
4072.05987195092,515.330749511719
4080.56104078589,515.379760742188
4089.06220962086,515.430358886719
4097.56337845583,515.403076171875
4106.0645472908,515.415161132813
4114.56571612577,515.436889648437
4123.06688496074,515.464538574219
4131.56805379571,515.514892578125
4140.06922263068,515.576477050781
4148.57039146565,515.6435546875
4157.07156030062,515.710205078125
4165.57272913559,515.776306152344
4174.07389797056,515.794738769531
4182.57506680553,515.787719726563
4191.07623564051,515.7470703125
4199.57740447548,515.704528808594
4208.07857331045,515.704467773438
4216.57974214542,515.71240234375
4225.08091098039,515.713500976563
4233.58207981536,515.710266113281
4242.08324865033,515.726623535156
4250.5844174853,515.756103515625
4259.08558632027,515.801574707031
4267.58675515524,515.868957519531
4276.08792399021,515.943603515625
4284.58909282518,516.016052246094
4293.09026166015,516.080505371094
4301.59143049512,516.152709960938
4310.09259933009,516.213439941406
4318.59376816506,516.271850585938
4327.09493700003,516.312622070313
4335.596105835,516.340698242188
4344.09727466998,516.385375976563
