Dystans,Wysokosc
103944.965598908,67
104186.137212827,67.2473831176758
104427.308826745,66.7295455932617
104668.480440664,67.1830215454102
104909.652054582,68.8735809326172
105150.823668501,67
105391.995282419,66.4922866821289
105633.166896338,66.5476989746094
105874.338510257,65.1214065551758
106115.510124175,66.2420501708984
106356.681738094,66.1722259521484
106597.853352012,66
106839.024965931,66.8798141479492
107080.196579849,68.2526245117188
107321.368193768,66.5471725463867
107562.539807687,67
107803.711421605,66.2273330688477
108044.883035524,67.4118423461914
108286.054649442,69
108527.226263361,68.9777755737305
108768.39787728,70
109009.569491198,69
109250.741105117,68.8972091674805
109491.912719035,69.1019592285156
109733.084332954,70.0614013671875
109974.255946872,70.634521484375
110215.427560791,68.9324569702148
110456.59917471,68.0947113037109
110697.770788628,69.4772644042969
110938.942402547,70.0960159301758
111180.114016465,70.9658355712891
111421.285630384,70.2506256103516
111662.457244302,71.1804733276367
111903.628858221,72.0755844116211
112144.80047214,72
112385.972086058,72.2470169067383
112627.143699977,72
112868.315313895,71.0630645751953
113109.486927814,72.128547668457
113350.658541733,72.0111465454102
113591.830155651,72.9758758544922
113833.00176957,73.0202102661133
114074.173383488,72.5383834838867
114315.344997407,73.9677810668945
114556.516611325,72.7411727905273
114797.688225244,72.8507232666016
115038.859839163,73.1083908081055
115280.031453081,73.5636672973633
115521.203067,73.4859390258789
115762.374680918,72.2811889648438
116003.546294837,72.342399597168
116244.717908756,73.9766387939453
116485.889522674,73.4936599731445
116727.061136593,73.0361251831055
116968.232750511,74.9979095458984
117209.40436443,75.2865142822266
117450.575978348,74.482551574707
117691.747592267,73.1482467651367
117932.919206186,73.5002822875977
118174.090820104,73.9862747192383
118415.262434023,73
118656.434047941,73
118897.60566186,73
119138.777275778,71.9126510620117
119379.948889697,72.3400955200195
119621.120503616,73.0249786376953
119862.292117534,73.8093719482422
120103.463731453,73.7371444702148
120344.635345371,73.498161315918
120585.80695929,74.6399765014648
120826.978573209,74
121068.150187127,74.339469909668
121309.321801046,75.2087249755859
121550.493414964,77.9855117797852
121791.665028883,78.1369781494141
122032.836642801,78.3994750976563
122274.00825672,78.0185775756836
122515.179870639,79.3133544921875
122756.351484557,78.4948501586914
122997.523098476,80.9842910766602
123238.694712394,79.9111175537109
